Date,Open,High,Low,Close,Adj Close,Volume
04-01-21,74.849998,75.050003,72.599998,72.800003,72.800003,2936051
05-01-21,72.800003,73.25,70.150002,70.699997,70.699997,5209128
06-01-21,71.599998,72.699997,70.550003,71.900002,71.900002,3668888
07-01-21,72.25,73.349998,71.300003,72.150002,72.150002,4089476
08-01-21,72.449997,74.349998,72.449997,72.949997,72.949997,4898922
11-01-21,72.5,73.449997,70.650002,71.449997,71.449997,3407534
12-01-21,72.150002,74.650002,71.75,73.050003,73.050003,7463682
13-01-21,73.949997,74.699997,73.25,74.300003,74.300003,5997490
14-01-21,75,80.650002,74.699997,78.599998,78.599998,9707410
15-01-21,78,78.099998,76.150002,76.800003,76.800003,6077411
18-01-21,76.650002,77.150002,74.599998,76.75,76.75,4334894
19-01-21,77.599998,80.5,77.599998,80.300003,80.300003,6553792
20-01-21,80.199997,80.349998,78.150002,78.5,78.5,2914366
21-01-21,79,79.25,76.400002,76.449997,76.449997,2373098
22-01-21,76.349998,77,74.599998,74.900002,74.900002,2537502
25-01-21,75.650002,76,72.050003,72.199997,72.199997,3529604
26-01-21,71.300003,73.900002,69.449997,72.599998,72.599998,4723032
27-01-21,72.599998,72.599998,68.849998,68.849998,68.849998,2920789
28-01-21,68.5,72.650002,66.150002,72.599998,72.599998,5958301
29-01-21,71,72.050003,70.5,70.599998,70.599998,2535151
01-02-21,70.949997,71.5,70.099998,70.400002,70.400002,1960514
02-02-21,70.5,72.400002,70.400002,70.849998,70.849998,2602823
03-02-21,71,72.550003,70.900002,71.449997,71.449997,2220846
04-02-21,71.699997,72.650002,71.150002,72.400002,72.400002,2049830
05-02-21,73.5,75.300003,72.800003,73.5,73.5,3567111
08-02-21,74.400002,74.75,72.400002,73.099998,73.099998,1736031
09-02-21,73.199997,75.449997,72.900002,73.5,73.5,3152946
10-02-21,74.099998,74.699997,73.150002,73.900002,73.900002,1685375
11-02-21,74,74.400002,72.650002,72.650002,72.650002,1731929
12-02-21,72.599998,72.599998,71.25,71.449997,71.449997,1250804
15-02-21,72.300003,75.599998,72,74.349998,74.349998,4190530
16-02-21,74.800003,74.900002,71.300003,72.699997,72.699997,2711882
17-02-21,72.800003,73.800003,71.900002,72.25,72.25,2208818
18-02-21,72.599998,75.800003,72.449997,73.099998,73.099998,5982706
19-02-21,73.050003,73.699997,72.25,73.449997,73.449997,1831385
22-02-21,73.849998,78.5,73.599998,76.5,76.5,8004564
23-02-21,77.5,84.150002,76.699997,84.150002,84.150002,13628606
24-02-21,83,87.900002,80.599998,82.800003,82.800003,17187677
25-02-21,86,89.449997,83.800003,88.400002,88.400002,19163020
26-02-21,85.5,90.900002,85.199997,89.150002,89.150002,12544936
01-03-21,91,92.75,87.650002,88.5,88.5,7392705
02-03-21,89,94.599998,88.449997,92.099998,92.099998,14923765
03-03-21,92.349998,92.699997,89.449997,90.5,90.5,7915313
04-03-21,90.5,95,89.199997,89.550003,89.550003,11006644
05-03-21,88.150002,89,87,88.050003,88.050003,4553342
08-03-21,88.150002,89.25,85.349998,86,86,3932056
09-03-21,87.199997,89.75,86.449997,88.800003,88.800003,4990051
10-03-21,88.650002,89.050003,87.599998,87.75,87.75,2283070
11-03-21,88.099998,89.150002,85.5,89.150002,89.150002,2856239
12-03-21,89.25,89.449997,84.800003,84.800003,84.800003,3361509
15-03-21,84.800003,87.300003,84.300003,85.650002,85.650002,2769660
16-03-21,86.150002,87.099998,85.650002,86.5,86.5,1863827
17-03-21,86.650002,87.849998,85.550003,86,86,2774091
18-03-21,86.150002,87.650002,82.949997,83.650002,83.650002,2863909
19-03-21,83.599998,85.099998,79.5,81.5,81.5,2919844
22-03-21,76.349998,76.349998,73.349998,73.349998,73.349998,2513171
23-03-21,66.800003,73.599998,66.050003,70.849998,70.849998,6974556
24-03-21,71.699997,76,70.5,74.849998,74.849998,4339955
25-03-21,74.849998,77.900002,73,74,74,4436662
26-03-21,75.599998,77,72.300003,74.900002,74.900002,3050899
29-03-21,75,75.050003,73.349998,74.150002,74.150002,1759682
30-03-21,74,75.349998,72.5,73.349998,73.349998,3877783
31-03-21,73.5,73.900002,71.949997,72.099998,72.099998,1985058
01-04-21,72.349998,74.099998,72,73.75,73.75,2790260
02-04-21,74.099998,75.25,73.300003,73.75,73.75,1240369
05-04-21,73.550003,76.650002,73.550003,76.199997,76.199997,2142420
06-04-21,76.25,76.800003,74.5,74.5,74.5,2648912
07-04-21,74.5,77.199997,74,74.949997,74.949997,3888384
08-04-21,75.300003,75.75,72.5,72.5,72.5,1701259
09-04-21,72.5,72.5,68.349998,69.5,69.5,2289760
12-04-21,69.300003,70.900002,66.849998,68.400002,68.400002,2910902
13-04-21,67.400002,69.199997,65.5,69,69,2774881
14-04-21,69.849998,71.349998,68.650002,69.099998,69.099998,2275421
15-04-21,69.300003,70.199997,67.650002,68.400002,68.400002,2566872
16-04-21,68.400002,69,66.800003,67.099998,67.099998,1669192
19-04-21,67.599998,68.199997,66,66.599998,66.599998,2214371
20-04-21,66.599998,67.050003,62.799999,62.799999,62.799999,2267156
21-04-21,62.450001,64.599998,58.950001,60.799999,60.799999,3744160
22-04-21,61,63.299999,58.700001,63.099998,63.099998,3064601
26-04-21,63.200001,69.400002,63.099998,68.099998,68.099998,5939263
27-04-21,67.900002,71.599998,66.800003,68.599998,68.599998,5026229
28-04-21,68.699997,70.800003,68.650002,70.400002,70.400002,3366302
29-04-21,71.099998,71.800003,69.900002,69.900002,69.900002,1780574
30-04-21,70.050003,73.900002,70,73.550003,73.550003,4737390
03-05-21,73.800003,79.800003,73.800003,79.800003,79.800003,5546114
04-05-21,80.5,81.300003,77.449997,80.75,80.75,6535977
05-05-21,81,81.849998,78.949997,79.400002,79.400002,4899687
