Date,Open,High,Low,Close,Adj Close,Volume
04-01-21,75.699997,77.800003,75.699997,77.650002,69.055023,2450305
05-01-21,77,77.050003,75.699997,76.300003,67.854454,3230039
06-01-21,76.949997,76.949997,75.650002,76.400002,67.94339,2337120
07-01-21,76.550003,77.300003,76,77,68.476974,4686507
08-01-21,75.099998,76.449997,75.050003,76.25,69.618256,3303433
11-01-21,76.050003,77.099998,75.849998,76.449997,69.800858,3399479
12-01-21,76.25,76.599998,75.699997,76.099998,69.4813,2017073
13-01-21,76.300003,76.75,75.650002,76.400002,69.755211,2713500
14-01-21,76.949997,77.849998,76.150002,76.25,69.618256,3498463
15-01-21,76.199997,76.349998,74.400002,74.550003,68.066116,2276262
18-01-21,74.099998,74.900002,73.150002,74.900002,68.385674,2205826
19-01-21,75.300003,75.599998,74.199997,74.300003,67.83786,1909684
20-01-21,74.400002,75.349998,73.300003,75.099998,68.568275,3992832
21-01-21,75.400002,75.699997,73.599998,73.699997,67.290039,3267298
22-01-21,73.599998,74.050003,72.699997,73.949997,67.518288,2402892
25-01-21,74.349998,74.699997,73.349998,73.449997,67.061775,2390183
26-01-21,73.699997,75.400002,73.300003,75,68.476974,4386255
27-01-21,75,75.300003,73.75,74.400002,67.929161,3326919
28-01-21,73.599998,74.5,73.349998,74.349998,67.883499,3446655
29-01-21,73.800003,74,71.949997,71.949997,65.692245,3790657
01-02-21,72.199997,72.25,71.449997,71.5,65.28138,2076889
02-02-21,71.75,72.150002,71.199997,71.349998,65.144424,2339634
03-02-21,71.599998,71.650002,70.099998,71.099998,64.916176,4677741
04-02-21,71.599998,72.199997,71.25,71.550003,65.327034,2906330
05-02-21,71.550003,72.150002,70.900002,70.900002,64.733566,2458211
08-02-21,71.099998,71.599998,70.599998,71,64.824867,2696746
09-02-21,71,71.099998,70.400002,70.400002,64.277054,2345291
10-02-21,70.599998,71.949997,70.599998,71.25,65.053123,4931996
11-02-21,71.199997,71.25,70,70.050003,63.9575,2496622
12-02-21,69.900002,69.900002,68.849998,68.949997,62.953159,2396258
15-02-21,69.199997,70,69.199997,69.300003,63.272728,1505763
16-02-21,69.349998,69.550003,67.5,68.050003,62.131447,2982971
17-02-21,68.400002,68.849998,67.699997,68.599998,62.633602,5131315
18-02-21,68.900002,69.699997,68.400002,68.400002,62.451004,5264226
19-02-21,68.650002,69.400002,68.300003,68.449997,62.496647,3103524
22-02-21,68.449997,68.5,67,67,61.17276,3064076
23-02-21,67.300003,67.75,66.150002,66.150002,60.39669,3402531
24-02-21,65.949997,66.650002,65.400002,65.400002,59.711918,4152687
25-02-21,65.849998,66.550003,64.800003,65.300003,59.620621,3867801
26-02-21,63.700001,67.150002,63.650002,66.099998,60.351036,5985610
01-03-21,66.25,67.050003,65.849998,66.75,60.944508,2518452
02-03-21,67.199997,68.599998,67.099998,68.099998,62.177086,3542155
